case,category,fleet,catch.type,data.type,fit.type,nll.type,y,x,m,s,rmse,wgt,nll,objfun
,surveys data,NMFS M,index catch,abundance,BY_X,lognormal,all,male,all maturity states,all shell conditions,3.41402241331,0,188.687437103,0
,surveys data,NMFS M,index catch,abundance,BY_X,lognormal,all,female,all maturity states,all shell conditions,0,0,0,0
,surveys data,NMFS M,index catch,biomass,BY_X,lognormal,all,male,all maturity states,all shell conditions,2.76338001096,1,91.3812446991,91.3812446991
,surveys data,NMFS M,index catch,biomass,BY_X,lognormal,all,female,all maturity states,all shell conditions,0,1,0,0
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1975,male,all maturity states,all shell conditions,64.3064942859,1,19.7309631877,19.7309631877
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1976,male,all maturity states,all shell conditions,157.186251846,1,10.0656963448,10.0656963448
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1977,male,all maturity states,all shell conditions,35.054643571,1,24.2163616911,24.2163616911
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1978,male,all maturity states,all shell conditions,130.640964539,1,11.5782452574,11.5782452574
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1979,male,all maturity states,all shell conditions,86.6658603912,1,10.5718369186,10.5718369186
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1980,male,all maturity states,all shell conditions,41.8900979515,1,25.8524670133,25.8524670133
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1981,male,all maturity states,all shell conditions,86.3670469685,1,12.0263113645,12.0263113645
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1982,male,all maturity states,all shell conditions,53.0422980783,1,16.4454349305,16.4454349305
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1983,male,all maturity states,all shell conditions,99.1088581756,1,7.48541411569,7.48541411569
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1984,male,all maturity states,all shell conditions,84.2790242612,1,8.22994348464,8.22994348464
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1985,male,all maturity states,all shell conditions,46.0146588447,1,17.68516151,17.68516151
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1986,male,all maturity states,all shell conditions,93.4303317861,1,11.8325823772,11.8325823772
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1987,male,all maturity states,all shell conditions,65.4367137548,1,13.1901553046,13.1901553046
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1988,male,all maturity states,all shell conditions,280.579492779,1,3.79972486723,3.79972486723
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1989,male,all maturity states,all shell conditions,163.297709033,1,7.37481304464,7.37481304464
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1990,male,all maturity states,all shell conditions,283.723658582,1,3.95778785412,3.95778785412
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1991,male,all maturity states,all shell conditions,232.495877313,1,6.29657904535,6.29657904535
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1992,male,all maturity states,all shell conditions,150.959924983,1,7.57367044278,7.57367044278
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1993,male,all maturity states,all shell conditions,166.371180462,1,7.48044017662,7.48044017662
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1994,male,all maturity states,all shell conditions,117.751220891,1,11.2021439902,11.2021439902
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1995,male,all maturity states,all shell conditions,138.459951494,1,8.70440758929,8.70440758929
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1996,male,all maturity states,all shell conditions,155.24945277,1,7.25781919289,7.25781919289
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1997,male,all maturity states,all shell conditions,267.517422227,1,3.38015885551,3.38015885551
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1998,male,all maturity states,all shell conditions,157.186848931,1,4.56664108442,4.56664108442
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,1999,male,all maturity states,all shell conditions,110.364725455,1,7.9195014826,7.9195014826
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,2000,male,all maturity states,all shell conditions,192.278974683,1,3.68630769235,3.68630769235
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,2001,male,all maturity states,all shell conditions,127.86300431,1,6.88677657927,6.88677657927
,surveys data,NMFS M,index catch,n.at.z,BY_X,multinomial,2002,male,all maturity states,all shell conditions,85.694500997,1,8.05907392281,8.05907392281
